bindingClass casrn SMILES 
0 127-47-9 CC1CCCC(C)(C)C=1/C=C/C(/C)=C/C=C/C(/C)=C/COC(C)=O
0 128639-02-1 CC1=NN(c2cc(CC(Cl)C(=O)OCC)c(Cl)cc2F)C(=O)N1C(F)F
0 129-17-9 CCN(CC)c1ccc(cc1)C(c1ccc(cc1S(O)(=O)=O)S(O)(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC
0 129298-91-5 C[C@@]1(O[C@@H]1CC=C(C)C)[C@H]1[C@H](OC)[C@@H](CC[C@@]21CO2)OC(=O)NC(=O)CCl
1 129453-61-8 C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](Cc1cc(O)ccc13)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F
0 129630-19-9 CCOC(=O)COc1cc(-c2[n][n](C)c(OC(F)F)c2Cl)c(F)cc1Cl
0 131-17-9 C=CCOC(=O)c1ccccc1C(=O)OCC=C
0 131-18-0 CCCCCOC(=O)c1ccccc1C(=O)OCCCCC
0 13171-00-1 CC(C)(C)c1cc2c(CCC2(C)C)c(c1)C(C)=O
0 131807-57-3 CC1(OC(=O)N(Nc2ccccc2)C1=O)c1ccc(cc1)Oc1ccccc1
0 131860-33-8 COC(=O)/C(=C/OC)/c1ccccc1Oc1cc([n]c[n]1)Oc1ccccc1C#N
1 131983-72-7 CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)C[n]1c[n]c[n]1
0 1320-07-6 Cc1cc(C)c(cc1)N=Nc1c(O)c(ccc1O)N=Nc1ccc(cc1)S(O)(=O)=O
0 13292-46-1 CN1CCN(CC1)/N=C/c1c2NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@H](C=CO[C@@]3(C)Oc4c(c(c(c2O)c(O)c4C)c1O)C3=O)OC
0 1338-43-8 CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
0 134605-64-4 CC(C)(OC(=O)c1cc(ccc1Cl)N1C(=O)N(C)C(=CC1=O)C(F)(F)F)C(=O)OCC=C
0 136042-19-8 CCCCc1[n]c2ccc[n]c2[n]1Cc1ccc(cc1)-c1ccccc1-c1[nH][n][n][n]1
0 13674-84-5 CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
1 13674-87-8 O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
0 13680-35-8 CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N
0 13684-63-4 Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC
0 137-66-6 CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
0 139290-65-6 COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
1 139340-56-0 CC(C)(C)c1cc(/C=C2\SC(=N)NC\2=O)cc(c1O)C(C)(C)C
0 139-88-8 CC(C)CC(CCC(CCCC)CC)OS(O)(=O)=O
1 1401-55-4 Oc1c(cc(cc1O)C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(c2)OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(c2)OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(c2)OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(c1)OC(=O)c1cc(O)c(O)c(O)c1)OC(=O)c1cc(O)c(O)c(O)c1
0 141-22-0 CCCCCC[C@@H](O)C/C=C\CCCCCCCC(O)=O
0 141517-21-7 CC(=NOCc1ccccc1C(=NOC)C(=O)OC)c1cc(ccc1)C(F)(F)F
0 142-16-5 CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC
0 142-18-7 CCCCCCCCCCCC(=O)OCC(O)CO
0 14233-37-5 CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O
0 142459-58-3 CC(C)N(C(=O)COc1[n][n]c([s]1)C(F)(F)F)c1ccc(F)cc1
0 143-07-7 CCCCCCCCCCCC(O)=O
0 143-22-6 CCCCOCCOCCOCCO
0 1434-54-4 CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C#N
0 143-74-8 Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1
0 144550-36-7 Cc1[n]c(NC(=O)NS(=O)(=O)c2cc(I)ccc2C(=O)OC)[n]c([n]1)OC
0 145701-21-9 CCOc1[n]c(F)cc2[n]c([n][n]21)S(=O)(=O)Nc1c(Cl)cccc1Cl
1 145742-28-5 COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)OC(F)(F)F
0 146011-65-6 Cc1cc2c(-c3ccc(Cl)cc3)c(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)oc2cc1
0 148477-71-8 CC(C)(CC)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC21CCCCC2
0 149877-41-8 COc1ccc(cc1NNC(=O)OC(C)C)-c1ccccc1
0 151-21-3|139-96-8 CCCCCCCCCCCCOS(O)(=O)=O
0 151506-44-4 CS(=O)c1ccc(cc1)-c1cc([n][n]1-c1ccc(cc1)OC)C(F)F
0 153233-91-1 CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C
0 153719-23-4 CN1COCN(Cc2c[n]c(Cl)[s]2)C1=N[N+]([O-])=O
0 1541-81-7 CCCCCCCCCCCCN1CCOCC1
0 155990-20-8 COc1ccc2Sc3c(c(ccc3CNC=O)NCCN(CC)CC)C(=O)c2c1
0 156-60-5 Cl/C=C/Cl
0 158081-99-3 OC(=O)C1(CCCC1)c1cc2OC[C@H](Cc3ccc(cc3)-c3ccccc3)[C@@H](O)c2cc1
0 1582-09-8 CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
1 15972-60-8 COCN(C(=O)CCl)c1c(CC)cccc1CC
0 161050-58-4 COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C
0 161326-34-7 C[C@]1(N=C(SC)N(Nc2ccccc2)C1=O)c1ccccc1
0 1625-91-8 CC(C)(C)c1ccc(cc1)-c1ccc(cc1)C(C)(C)C
0 163520-33-0 CCOC(=O)C1CC(ON=1)(c1ccccc1)c1ccccc1
0 16423-68-0 OC(=O)c1ccccc1C1c2cc(I)c(O)c(I)c2OC2C=1C=C(I)C(=O)C=2I
0 1675-54-3 CC(C)(c1ccc(cc1)OCC1CO1)c1ccc(cc1)OCC1CO1
0 169590-42-5 Cc1ccc(cc1)-c1cc([n][n]1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F
0 171866-31-2 Oc1cc2OC[C@H]([C@@H](O)c2cc1)N1CCC(O)(CC1)c1ccc(F)cc1
0 173584-44-6 COC(=O)N(c1ccc(cc1)OC(F)(F)F)C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC
1 17372-87-1 OC(=O)c1ccccc1C1c2cc(Br)c(O)c(Br)c2OC2C=1C=C(Br)C(=O)C=2Br
0 174185-16-1 Cc1oc2c(cccc2c1C(C)(C)O)NC(=O)c1c(Cl)cccc1Cl
0 17465-86-0 O[C@H]1[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@@H](O[C@H]9O[C@H](CO)[C@@H](O[C@@H](O[C@@H]2CO)[C@@H]1O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
0 175013-18-0 CON(C(=O)OC)c1ccccc1COc1cc[n]([n]1)-c1ccc(Cl)cc1
0 1760-24-3 CO[Si](CCCNCCN)(OC)OC
0 1763-23-1|2795-39-3 OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 17804-35-2 CCCCNC(=O)[n]1c(NC(=O)OC)[n]c2ccccc12
0 17924-92-4 C[C@H]1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1
0 179465-71-5 NC(=O)N(O)[C@H]1C[C@H](C=C1)Oc1cc(ccc1)Oc1ccc(F)cc1
1 180084-01-9 CCN1CCC2(COc3cc4CCN(C(=O)c5ccc(cc5)-c5ccc(cc5C)-c5[n][n]c(C)o5)c4cc23)CC1
0 181274-15-7 CN1C(=NN(C1=O)C(=O)NS(=O)(=O)c1ccccc1C(=O)OC)OCCC
0 181640-09-5 CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)c2ccccc2)c2cc(F)c(F)cc2)CC1)c1ccccc1
0 1843-05-6 CCCCCCCCOc1cc(O)c(cc1)C(=O)c1ccccc1
0 184653-84-7 CC(=O)c1cc2[C@H](NC(=O)c3ccc(F)cc3)[C@@H](O)C(C)(C)Oc2cc1
0 1861-40-1 CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
0 186392-65-4 O[C@H]([C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1)C(=O)N1C[C@H](O)[C@H](O)C1
0 1873-88-7 C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
0 188489-07-8 CC1C(=O)N(N=CC=1C(F)(F)F)c1cc(OCC(=O)OCC)c(Cl)cc1F
0 189003-92-7 NC(=O)CN1c2cc(F)ccc2C(CCN2CCN(CC2)c2[n]ccc3[s]ccc32)=CC1=O
1 18924-66-8 CCCCCCCCCCCCCCN(CCO)CCO
0 1934-21-0 OC(=O)C1NN(c2ccc(cc2)S(O)(=O)=O)C(=O)C=1/N=N/c1ccc(cc1)S(O)(=O)=O
0 1936-15-8 Oc1ccc2cc(cc(c2c1/N=N/c1ccccc1)S(O)(=O)=O)S(O)(=O)=O
0 194098-25-4 CNCc1ccc(cc1)NC(=O)c1c[nH]c2CCCC(=O)c21
0 19666-30-9 CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C
1 196808-45-4 Cc1oc([n]c1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)-c1ccccc1
0 197077-55-7 COCc1[n][n]c(-c2c[n+]([O-])ccc2)[n]1-c1c2NC(=O)C(=O)Nc2cc(Cl)c1Cl
1 19774-82-4 CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
0 19780-11-1 CCCCCCCCCC=CCC1CC(=O)OC1=O
0 199119-58-9 COc1cc([n]c(NC(=O)NS(=O)(=O)c2[n]cccc2OCC(F)(F)F)[n]1)OC
0 199171-88-5 CCc1[n][n](C2CCCCC2)c2cc(ccc21)[C@@]1(CC[C@H](CC1)C(O)=O)C#N
0 2008-41-5 CCSC(=O)N(CC(C)C)CC(C)C
0 200940-23-4 Cc1[n]cccc1Oc1ccc(c[n]1)NC(=O)N1CCc2cc(C)c(cc12)C(F)(F)F
0 2031-67-6 C[Si](OCC)(OCC)OCC
0 203942-49-8 CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)c1cc(Cl)c(Cl)cc1)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
0 2043-57-4 FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
0 2058-94-8 OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 207736-05-8 CC(C)(C)c1cc(CO)c(C)cc1SC1C(=O)O[C@](CC=1O)(CCc1ccc(N)cc1)C(C)C
0 20830-75-5 C[C@]12CC[C@@H](C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@@]21O)C1COC(=O)C=1)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
0 210631-68-8 Cc1c(ccc(c1C1CCON=1)S(C)(=O)=O)C(=O)c1c[n][n](C)c1O
0 210826-40-7 CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc21
0 21245-02-3 CCCCC(COC(=O)c1ccc(cc1)N(C)C)CC
0 2144-53-8 CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 214535-77-0 CC(C)(O)c1ccc(CNC(=O)c2ccc[n]c2Oc2ccc(F)cc2)cc1
0 215297-27-1 CCCOc1ccc(cc1C1NC(=O)c2[n][n](Cc3cccc[n]3)c(CC)c2N=1)S(=O)(=O)N1CCN(CC1)CC
0 2164-17-2 CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F
0 219714-96-2 COc1[n]cc(OC)c2[n]c(NS(=O)(=O)c3c(cccc3C(F)(F)F)OCC(F)F)[n][n]21
0 219790-72-4 OCC(CO)[n]1c[n]c(c1-c1cc[n]c([n]1)Oc1ccccc1)-c1ccc(F)cc1
0 22047-49-0 CCCCC(COC(=O)CCCCCCCCCCCCCCCCC)CC
0 220860-50-4 CCOc1ccc2NC=C(C(=O)c2[n]1)C(=O)NCc1ccccc1
1 221246-12-4 CCc1cc(cc2OCOc12)C1=C(C(O)=O)N(c2ccccc2C(F)(F)F)S(=O)(=O)c2ccccc21
1 221671-62-1 Cc1cc2cc(C(=O)Nc3[n]c(-c4cc(OC)c(Cl)cc4OC)c(CCC4CCCCC4)[s]3)[n](CC(O)=O)c2c(C)c1
0 22248-79-9 COP(=O)(O/C(=C\Cl)/c1cc(Cl)c(Cl)cc1Cl)OC
1 22260-51-1 CN1C[C@@H](C=C2[C@H]1Cc1c(Br)[nH]c3cccc2c13)C(=O)N[C@@]1(O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)N2C1=O)C(C)C
0 22915-73-7 O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1
1 23031-36-9 CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C
0 2303-17-5 CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
0 23089-26-1 CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1
0 230954-09-3 ONC(=O)C1(CCOCC1)NS(=O)(=O)c1ccc(cc1)Oc1ccc(F)cc1
1 2353-45-9 CC[N+](Cc1cc(ccc1)S(O)(=O)=O)=C1C=CC(C=C1)=C(c1ccc(O)cc1S(O)(=O)=O)c1ccc(cc1)N(Cc1cc(ccc1)S(O)(=O)=O)CC
0 23564-06-9 CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC
0 23593-75-1 Clc1ccccc1C(c1ccccc1)(c1ccccc1)[n]1c[n]cc1
0 23779-32-0 CCO[Si](CCCNC(N)=O)(OCC)OCC
0 2385-85-5 ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C12Cl)C4(Cl)Cl
1 2392-39-4 C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O
0 23950-58-5 CC(C)(C#C)NC(=O)c1cc(Cl)cc(Cl)c1
1 24169-02-6 Clc1cc(Cl)c(cc1)C(C[n]1c[n]cc1)OCc1ccc(Cl)cc1
0 2425-77-6 CCCCCCCCC(CO)CCCCCC
0 2432-87-3 CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
0 24602-86-6 CCCCCCCCCCCCCN1CC(C)OC(C)C1
1 2465-27-2 CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C
0 249296-43-3 Cc1[n]cc[n]1-c1ccc(cc1)Sc1cc(ccc1)C1(CCOCC1)C(N)=O
0 253450-09-8 O=C1Nc2ccc(cc2O1)S(=O)CCN1CCC(Cc2ccc(F)cc2)CC1
0 25956-17-6 Cc1cc(/N=N/c2c3ccc(cc3ccc2O)S(O)(=O)=O)c(cc1S(O)(=O)=O)OC
0 26002-80-2 CC(C)=CC1C(C(=O)OCc2cccc(c2)Oc2ccccc2)C1(C)C
0 26040-51-7 CCCCC(COC(=O)c1c(c(Br)c(Br)c(Br)c1Br)C(=O)OCC(CCCC)CC)CC
0 261947-38-0 CC(=O)N(Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F)[C@H]1C[C@@H](CC)N(C(=O)OC(C)C)c2ccc(cc21)C(F)(F)F
0 2627-95-4 C[Si](C)(C=C)O[Si](C)(C)C=C
0 263553-33-9 Cc1cc(cc(c1)OC[C@H](C)Nc1cc[n]cc1)C(=O)N(CC)C(C)C
0 2687-94-7 CCCCCCCCN1CCCC1=O
0 2687-96-9 CCCCCCCCCCCCN1CCCC1=O
0 2694-54-4 C=CCOC(=O)c1ccc(cc1C(=O)OCC=C)C(=O)OCC=C
0 27090-63-7 CCCCN(CCCC)CCCCCCN(CCCC)CCCC
0 27138-31-4 CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1
0 27344-41-8 OS(=O)(=O)c1ccccc1/C=C/c1ccc(cc1)-c1ccc(cc1)/C=C/c1ccccc1S(O)(=O)=O
0 2761-24-2 CCCCC[Si](OCC)(OCC)OCC
1 2772-45-4 CC(C)(c1cc(c(O)cc1)C(C)(C)c1ccccc1)c1ccccc1
0 2783-94-0 Oc1ccc2cc(ccc2c1/N=N/c1ccc(cc1)S(O)(=O)=O)S(O)(=O)=O
1 27955-94-8 CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1
0 283594-90-1 CC(C)(C)CC(=O)OC1=C(c2c(C)cc(C)cc2C)C(=O)OC21CCCC2
0 2870-32-8 CCOc1ccc(cc1)N=Nc1cc(c(cc1)/C=C/c1ccc(cc1S(O)(=O)=O)N=Nc1ccc(cc1)OCC)S(O)(=O)=O
0 288104-79-0 CCc1c([n][n](c1-c1ccc(Br)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
0 290352-28-2 Cc1cc(cc(C)c1Oc1ccc(O)c2CCCc21)NC(=O)C(O)=O
1 291305-06-1 CN[C@H]1CC[C@H](c2ccc(cc21)S(N)(=O)=O)c1cc(Cl)c(Cl)cc1
1 2919-66-6 CC(=O)[C@@]1(OC(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
0 29420-49-3 OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 2943-75-1 CCCCCCCC[Si](OCC)(OCC)OCC
0 29836-26-8 CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0 2996-92-1 CO[Si](OC)(OC)c1ccccc1
0 3026-63-9 CCCCCCCCCCCCCOS(O)(=O)=O
0 302-79-4 CC1CCCC(C)(C)C=1/C=C/C(/C)=C/C=C/C(/C)=C/C(O)=O
0 307-24-4 OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 313994-79-5 CN([C@H](C(C)C)C(O)=O)[C@@H]1C[C@@H]([C@@H](CN2CCC(CC2)c2cc(Cc3ccccc3)[n][n]2CC)C1)c1cccc(F)c1
0 3147-75-9 CC(C)(C)CC(C)(C)c1cc(c(O)cc1)-[n]1[n]c2ccccc2[n]1
0 33089-61-1 CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C
0 331623-06-4 C[C@@H](Cc1cc(ccc1[C@H]1[C@@H]([C@H](c2ccc(CCCC)[n]c21)c1cc2OCOc2cc1)C(O)=O)OC)C(O)=O
0 3319-31-1 CCCCC(COC(=O)c1ccc(cc1C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)CC
0 335-67-1|3825-26-1 OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 335-76-2 OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 33629-47-9 CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
0 33820-53-0 CC(C)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O
0 3383-96-8 COP(=S)(Oc1ccc(cc1)Sc1ccc(cc1)OP(=S)(OC)OC)OC
0 33956-49-9 C/C=C/C=C/CCCCCCCO
0 344930-95-6 COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COC1=CC(=O)N3C=CC=C(OCCN4CCCCC4)C3=N1)C2=O
0 353280-07-6 CC(C)(O)c1ccc(CNC(=O)c2ccc[n]c2Oc2cc3[n]o[n]c3cc2)cc1
1 361343-19-3 CN1CCN(CC1)c1ccccc1/C=C1\SCCN(C\1=O)c1cc(Cl)c(Cl)cc1
0 361377-29-9 CO/N=C(/C1=NOCCO1)\c1ccccc1Oc1[n]c[n]c(Oc2ccccc2Cl)c1F
0 36653-82-4 CCCCCCCCCCCCCCCCO
0 36734-19-7 CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
0 368832-42-2 CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N1)c1ccccc1
1 3691-35-8 O=C(C(c1ccc(Cl)cc1)c1ccccc1)C1C(=O)c2ccccc2C1=O
0 3734-67-6 CC(=O)Nc1cc(cc2cc(c(N=Nc3ccccc3)c(O)c21)S(O)(=O)=O)S(O)(=O)=O
0 375-85-9 OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 375-95-1 OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1 3844-45-9 CC[N+](Cc1cc(ccc1)S(O)(=O)=O)=C1C=CC(C=C1)=C(c1ccccc1S(O)(=O)=O)c1ccc(cc1)N(Cc1cc(ccc1)S(O)(=O)=O)CC
0 3871-99-6 OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 39236-46-9 OCN1C(NC(=O)NCNC(=O)NC2C(=O)NC(=O)N2CO)C(=O)NC1=O
0 39515-41-8 CC1(C)C(C(=O)OC(C#N)c2cc(ccc2)Oc2ccccc2)C1(C)C
0 402910-27-4 Cc1cc(ccc1SC)Oc1ccc(cc1CN(C)C)S(N)(=O)=O
0 40487-42-1 Cc1c(c(NC(CC)CC)c(cc1C)[N+]([O-])=O)[N+]([O-])=O
0 41198-08-7 CCCSP(=O)(Oc1ccc(Br)cc1Cl)OCC
0 4130-42-1 CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
0 4151-50-2 CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1 427-51-0 C[C@]12CC[C@H]3[C@@H](C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@@]43C)[C@@H]1CC[C@]2(OC(C)=O)C(C)=O
0 43222-48-6 C[n]1c(cc(-c2ccccc2)[n+]1C)-c1ccccc1
1 444610-91-7 COc1ccc(cc1)N1CCN(Cc2[n]c([s]c2CSc2cc(CC)c(cc2)OCC(O)=O)-c2ccc(cc2)C(F)(F)F)CC1
0 4449-51-8 C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC2[C@H]1CC[C@]1(O[C@@H]3C[C@H](C)CN[C@H]3[C@H]1C)C=2C
0 445295-04-5 C[C@@H](Oc1ccc(CNC(=O)c2ccc[n]c2Oc2cc3OCOc3cc2)c(F)c1)C(O)=O
0 4455-26-9 CN(CCCCCCCC)CCCCCCCC
0 4548-53-2 Cc1cc(C)c(cc1S(O)(=O)=O)N=Nc1cc(c2ccccc2c1O)S(O)(=O)=O
0 460-00-4 Fc1ccc(Br)cc1
1 460081-99-6 OC(=O)c1cc(ccc1)N(Cc1c[n]ccc1)c1cc(OC(F)F)c(cc1)OC(F)F
0 461023-63-2 CCCCN1C(=O)[C@H](NC(=O)C21CCN(CC2)Cc1ccc(cc1)Oc1ccc(cc1)C(O)=O)[C@H](O)C1CCCCC1
0 463-40-1 CC/C=C\C/C=C\C/C=C\CCCCCCCC(O)=O
0 470-82-6 CC1(C)OC2(C)CCC1CC2
0 473289-62-2 CC(=O)S[C@@H](C(C)C)C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(O)=O)N2C1=O
0 478263-98-8 CC[C@H](NC(=O)c1cc(F)ccc1NS(=O)(=O)c1cccc2ccc[n]c21)c1ccccc1
0 49562-28-9 CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1
0 501027-49-2 Cc1oc([n]c1CCOc1cccc2c1cc[n]2CCC(O)=O)-c1ccccc1
1 50-14-6 CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(/CCC[C@@]21C)=C/C=C1/C[C@@H](O)CCC/1=C
1 50-41-9 CCN(CCOc1ccc(cc1)C(=C(Cl)c1ccccc1)c1ccccc1)CC
1 50-55-5 COC(=O)[C@@H]1[C@@H](OC)[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(ccc45)OC)[C@H]3C[C@@H]21)OC(=O)c1cc(OC)c(OC)c(c1)OC
0 50594-66-6 [O-][N+](=O)c1ccc(cc1C(O)=O)Oc1ccc(cc1Cl)C(F)(F)F
0 50892-23-4 Cc1cccc(Nc2cc(Cl)[n]c([n]2)SCC(O)=O)c1C
0 51-03-6 CCCc1cc2OCOc2cc1COCCOCCOCCCC
1 5116-94-9 CCCCCCCCCCCCCOP(O)(O)=O
0 51218-45-2 Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl
0 51235-04-2 CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C
1 5137-55-3 C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
0 51630-58-1 CC(C)C(C(=O)OC(C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1
0 52225-20-4 CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(O1)c(C)c(C)c(OC(C)=O)c2C
0 52315-07-8 CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1
0 52645-53-1 CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1
0 52-86-8 OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1
0 52918-63-5 CC1(C)[C@@H]([C@@H]1C=C(Br)Br)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1
0 5333-42-6 CCCCCCCCCCC(CO)CCCCCCCC
0 53-70-3 c1c2c3ccccc3ccc2cc2c3ccccc3ccc21
0 53-86-1 Cc1c(CC(O)=O)c2cc(ccc2[n]1C(=O)c1ccc(Cl)cc1)OC
0 53939-28-9 CCCC/C=C\CCCCCCCCCC=O
