s_sd_Canonical\_QSARr,s_m_title,HumDockScore,RatDockScore,ChimpDockScore,AVG,bindingClass,P_Act_dockChimp,P_Inact,PredBayes,ratio,cas,casrn,cid,gsid,dsstox_substance_id,preferred_name,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,BindingClass,avgD_Act,avgD_Inact,PredBindingClass,predMLogR
,136042-19-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,136042-19-8,136042-19-8,28152,48178,DTXSID1048178,FR130739,CCCCc1[n]c2ccc[n]c2[n]1Cc1ccc(cc1)-c1ccccc1-c1[nH][n][n][n]1,"InChI=1S/C24H23N7/c1-2-3-10-22-26-21-9-6-15-25-24(21)31(22)16-17-11-13-18(14-12-17)19-7-4-5-8-20(19)23-27-29-30-28-23/h4-9,11-15H,2-3,10,16H2,1H3,(H,27,28,29,30)",YILJWHUIUCRKEU-UHFFFAOYSA-N,0,0.9124,0.9161,0.078503724,0
,13674-84-5,0,-4.89633136,0,-1.632110453,0,5.40354E-06,0.00241039,0,0.002241769,13674-84-5,13674-84-5,6259,26259,DTXSID5026259,Tris(2-chloroisopropyl)phosphate,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"InChI=1S/C9H18Cl3O4P/c1-7(4-10)14-17(13,15-8(2)5-11)16-9(3)6-12/h7-9H,4-6H2,1-3H3",KVMPUXDNESXNOH-UHFFFAOYSA-N,0,0.939,0.9241,0.010461741,0
,13674-87-8,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,13674-87-8,13674-87-8,6261,26261,DTXSID9026261,TDCPP,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",ASLWPAWFJZFCKF-UHFFFAOYSA-N,1,0.9529,0.9451,0.01083803,0
CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,13680-35-8,-10.9297396,0,0,-3.643246532,0,5.40354E-06,0.00241039,0,0.002241769,13680-35-8,13680-35-8,28166,48191,DTXSID4048191,"4,4'-Methylenebis(2,6-diethylaniline)",CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,"InChI=1S/C21H30N2/c1-5-16-10-14(11-17(6-2)20(16)22)9-15-12-18(7-3)21(23)19(8-4)13-15/h10-13H,5-9,22-23H2,1-4H3",NWIVYGKSHSJHEF-UHFFFAOYSA-N,0,0.9142,0.9129,0.054446644,0
Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC,13684-63-4,-8.68050821,0,0,-2.893502737,0,5.40354E-06,0.00241039,0,0.002241769,13684-63-4,13684-63-4,4255,24255,DTXSID1024255,Phenmedipham,Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC,"InChI=1S/C16H16N2O4/c1-11-5-3-6-12(9-11)18-16(20)22-14-8-4-7-13(10-14)17-15(19)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)",IDOWTHOLJBTAFI-UHFFFAOYSA-N,0,0.8935,0.8865,0.070341683,0
,137-66-6,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,137-66-6,137-66-6,21611,41611,DTXSID3041611,Ascorbyl palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,"InChI=1S/C22H38O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(24)28-16-17(23)21-19(25)20(26)22(27)29-21/h17,21,23,25-26H,2-16H2,1H3/t17-,21+/m0/s1",QAQJMLQRFWZOBN-LAUBAEHRSA-N,0,0.8972,0.8905,0.064260304,0
,139290-65-6,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,139290-65-6,139290-65-6,27363,47363,DTXSID6047363,Volinanserin,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,"InChI=1S/C22H28FNO3/c1-26-20-5-3-4-19(22(20)27-2)21(25)17-11-14-24(15-12-17)13-10-16-6-8-18(23)9-7-16/h3-9,17,21,25H,10-15H2,1-2H3/t21-/m1/s1",HXTGXYRHXAGCFP-OAQYLSRUSA-N,0,0.896,0.909,0.210573611,0
,139340-56-0,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,139340-56-0,139340-56-0,27246,47246,DTXSID0047246,Darbufelone mesylate,CC(C)(C)c1cc(/C=C2\SC(=N)NC\2=O)cc(c1O)C(C)(C)C,"InChI=1S/C18H24N2O2S/c1-17(2,3)11-7-10(8-12(14(11)21)18(4,5)6)9-13-15(22)20-16(19)23-13/h7-9,21H,1-6H3,(H2,19,20,22)/b13-9-",AKTXOQVMWSFEBQ-LCYFTJDESA-N,1,0.9044,0.9225,0.223445595,0
,139-88-8,0,-8.524212922,0,-2.841404307,0,5.40354E-06,0.00241039,0,0.002241769,139-88-8,139-88-8,21530,41530,DTXSID3041530,7-Ethyl-2-methyl-4-undecanolsulfate,CC(C)CC(CCC(CCCC)CC)OS(O)(=O)=O,"InChI=1S/C14H30O4S/c1-5-7-8-13(6-2)9-10-14(11-12(3)4)18-19(15,16)17/h12-14H,5-11H2,1-4H3,(H,15,16,17)",GROJOWHVXQYQGN-UHFFFAOYSA-N,0,0.9276,0.9105,0.012916676,0
,1401-55-4,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,1401-55-4,1401-55-4,6076,26076,DTXSID2026076,Tannic acid,Oc1c(cc(cc1O)C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(c2)OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(c2)OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(c2)OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(c1)OC(=O)c1cc(O)c(O)c(O)c1)OC(=O)c1cc(O)c(O)c(O)c1,"InChI=1S/C76H52O46/c77-32-1-22(2-33(78)53(32)92)67(103)113-47-16-27(11-42(87)58(47)97)66(102)112-21-52-63(119-72(108)28-12-43(88)59(98)48(17-28)114-68(104)23-3-34(79)54(93)35(80)4-23)64(120-73(109)29-13-44(89)60(99)49(18-29)115-69(105)24-5-36(81)55(94)37(82)6-24)65(121-74(110)30-14-45(90)61(100)50(19-30)116-70(106)25-7-38(83)56(95)39(84)8-25)76(118-52)122-75(111)31-15-46(91)62(101)51(20-31)117-71(107)26-9-40(85)57(96)41(86)10-26/h1-20,52,63-65,76-101H,21H2/t52-,63-,64+,65-,76+/m1/s1",LRBQNJMCXXYXIU-PPKXGCFTSA-N,1,0.9032,0.9134,0.149736387,0
,141-22-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,141-22-0,141-22-0,21567,41567,DTXSID0041567,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",CCCCCC[C@@H](O)C/C=C\CCCCCCCC(O)=O,"InChI=1S/C18H34O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h9,12,17,19H,2-8,10-11,13-16H2,1H3,(H,20,21)/b12-9-/t17-/m1/s1",WBHHMMIMDMUBKC-QJWNTBNXSA-N,0,0.9255,0.8968,0.006390922,0
,141517-21-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,141517-21-7,141517-21-7,12580,32580,DTXSID4032580,Trifloxystrobin,CC(=NOCc1ccccc1C(=NOC)C(=O)OC)c1cc(ccc1)C(F)(F)F,"InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3/b24-13+,25-18-",ONCZDRURRATYFI-QTCHDTBASA-N,0,0.8888,0.8939,0.164837429,0
,142-16-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,142-16-5,142-16-5,7094,27094,DTXSID2027094,Bis(2-ethylhexyl) maleate,CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC,"InChI=1S/C20H36O4/c1-5-9-11-17(7-3)15-23-19(21)13-14-20(22)24-16-18(8-4)12-10-6-2/h13-14,17-18H,5-12,15-16H2,1-4H3/b14-13-",ROPXFXOUUANXRR-YPKPFQOOSA-N,0,0.9278,0.8973,0.005273741,0
,142-18-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,142-18-7,142-18-7,21275,41275,DTXSID5041275,1-Monolaurin,CCCCCCCCCCCC(=O)OCC(O)CO,"InChI=1S/C15H30O4/c1-2-3-4-5-6-7-8-9-10-11-15(18)19-13-14(17)12-16/h14,16-17H,2-13H2,1H3",ARIWANIATODDMH-UHFFFAOYSA-N,0,0.9148,0.8836,0.007574134,0
,14233-37-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,14233-37-5,14233-37-5,21250,41250,DTXSID2041250,"1,4-Bis(N-isopropylamino)anthraquinone",CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,"InChI=1S/C20H22N2O2/c1-11(2)21-15-9-10-16(22-12(3)4)18-17(15)19(23)13-7-5-6-8-14(13)20(18)24/h5-12,21-22H,1-4H3",BLFZMXOCPASACY-UHFFFAOYSA-N,0,0.8952,0.8931,0.090532196,0
CC(C)N(C(=O)COc1[n][n]c([s]1)C(F)(F)F)c1ccc(F)cc1,142459-58-3,-9.784548973,0,0,-3.261516324,0,5.40354E-06,0.00241039,0,0.002241769,142459-58-3,142459-58-3,12552,32552,DTXSID2032552,Flufenacet,CC(C)N(C(=O)COc1[n][n]c([s]1)C(F)(F)F)c1ccc(F)cc1,"InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3",IANUJLZYFUDJIH-UHFFFAOYSA-N,0,0.8906,0.8968,0.167151456,0
CCCCCCCCCCCC(O)=O,143-07-7,-4.381596275,-4.747047977,0,-3.042881418,0,5.40354E-06,0.00241039,0,0.002241769,143-07-7,143-07-7,1590,21590,DTXSID5021590,Dodecanoic acid,CCCCCCCCCCCC(O)=O,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",POULHZVOKOAJMA-UHFFFAOYSA-N,0,0.9135,0.8747,0.004758107,0
CCCCOCCOCCOCCO,143-22-6,-3.20963523,-3.044029231,0,-2.08455482,0,5.40354E-06,0.00241039,0,0.002241769,143-22-6,143-22-6,1520,21520,DTXSID7021520,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,CCCCOCCOCCOCCO,"InChI=1S/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3",COBPKKZHLDDMTB-UHFFFAOYSA-N,0,0.9325,0.9083,0.006918709,0
,1434-54-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1434-54-4,1434-54-4,17262,37262,DTXSID7037262,Pregnenolone carbonitrile,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C#N,"InChI=1S/C22H31NO2/c1-13(24)20-14(12-23)10-19-17-5-4-15-11-16(25)6-8-21(15,2)18(17)7-9-22(19,20)3/h4,14,16-20,25H,5-11H2,1-3H3/t14-,16-,17+,18-,19-,20-,21-,22-/m0/s1",VSBHRRMYCDQLJF-ZDNYCOCVSA-N,0,0.8823,0.9237,0.733667033,1
,143-74-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,143-74-8,143-74-8,2408,22408,DTXSID8022408,Phenol red,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,"InChI=1S/C19H14O5S/c20-15-9-5-13(6-10-15)19(14-7-11-16(21)12-8-14)17-3-1-2-4-18(17)25(22,23)24-19/h1-12,20-21H",BELBBZDIHDAJOR-UHFFFAOYSA-N,0,0.899,0.9175,0.259586415,0
Cc1[n]c(NC(=O)NS(=O)(=O)c2cc(I)ccc2C(=O)OC)[n]c([n]1)OC,144550-36-7,-7.908399369,0,0,-2.636133123,0,5.40354E-06,0.00241039,0,0.002241769,144550-36-7,144550-36-7,14673,34673,DTXSID2034673,Iodosulfuron-methyl-sodium,Cc1[n]c(NC(=O)NS(=O)(=O)c2cc(I)ccc2C(=O)OC)[n]c([n]1)OC,"InChI=1S/C14H14IN5O6S/c1-7-16-12(19-14(17-7)26-3)18-13(22)20-27(23,24)10-6-8(15)4-5-9(10)11(21)25-2/h4-6H,1-3H3,(H2,16,17,18,19,20,22)",VWGAYSCWLXQJBQ-UHFFFAOYSA-N,0,0.904,0.9044,0.081802078,0
,145701-21-9,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,145701-21-9,145701-21-9,14528,34528,DTXSID4034528,Diclosulam,CCOc1[n]c(F)cc2[n]c([n][n]21)S(=O)(=O)Nc1c(Cl)cccc1Cl,"InChI=1S/C13H10Cl2FN5O3S/c1-2-24-13-17-9(16)6-10-18-12(19-21(10)13)25(22,23)20-11-7(14)4-3-5-8(11)15/h3-6,20H,2H2,1H3",QNXAVFXEJCPCJO-UHFFFAOYSA-N,0,0.8889,0.897,0.193883402,0
,145742-28-5,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,145742-28-5,145742-28-5,27251,47251,DTXSID9047251,CP-122721,COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)OC(F)(F)F,"InChI=1S/C20H23F3N2O2/c1-26-18-10-9-16(27-20(21,22)23)12-15(18)13-25-17-8-5-11-24-19(17)14-6-3-2-4-7-14/h2-4,6-7,9-10,12,17,19,24-25H,5,8,11,13H2,1H3/t17-,19-/m0/s1",ZIWFCOIGUNPHPM-HKUYNNGSSA-N,1,0.8831,0.9082,0.474191723,0
,146011-65-6,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,146011-65-6,146011-65-6,28145,48171,DTXSID6048171,FR145237,Cc1cc2c(-c3ccc(Cl)cc3)c(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)oc2cc1,"InChI=1S/C30H22ClF3N2O2/c1-18-7-12-26-23(13-18)28(20-8-10-21(31)11-9-20)27(38-26)17-36(16-19-5-3-2-4-6-19)30(37)35-29-24(33)14-22(32)15-25(29)34/h2-15H,16-17H2,1H3,(H,35,37)",GJRPAGNTTAPJCC-UHFFFAOYSA-N,0,0.8852,0.8993,0.287772623,0
,148477-71-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,148477-71-8,148477-71-8,14928,34928,DTXSID6034928,Spirodiclofen,CC(C)(CC)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC21CCCCC2,"InChI=1S/C21H24Cl2O4/c1-4-20(2,3)19(25)26-17-16(13-10-14(22)12-15(23)11-13)18(24)27-21(17)8-6-5-7-9-21/h10-12H,4-9H2,1-3H3",OYNVHVAEOLJJPV-UHFFFAOYSA-N,0,0.8781,0.8967,0.406037412,0
COc1ccc(cc1NNC(=O)OC(C)C)-c1ccccc1,149877-41-8,-10.36680045,0,0,-3.455600151,0,5.40354E-06,0.00241039,0,0.002241769,149877-41-8,149877-41-8,12525,32525,DTXSID5032525,Bifenazate,COc1ccc(cc1NNC(=O)OC(C)C)-c1ccccc1,"InChI=1S/C17H20N2O3/c1-12(2)22-17(20)19-18-15-11-14(9-10-16(15)21-3)13-7-5-4-6-8-13/h4-12,18H,1-3H3,(H,19,20)",VHLKTXFWDRXILV-UHFFFAOYSA-N,0,0.8927,0.8893,0.089878506,0
CCCCCCCCCCCCOS(O)(=O)=O,151-21-3|139-96-8,-5.902904297,0,0,-1.967634766,0,5.40354E-06,0.00241039,0,0.002241769,151-21-3,151-21-3|139-96-8,6031|7076,26031|27076,DTXSID1026031|DTXSID4027076,Sodium dodecyl sulfate,CCCCCCCCCCCCOS(O)(=O)=O,"InChI=1S/C12H26O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h2-12H2,1H3,(H,13,14,15)",MOTZDAYCYVMXPC-UHFFFAOYSA-N,0,0.9239,0.8958,0.006993981,0
,151506-44-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,151506-44-4,151506-44-4,28149,48175,DTXSID6048175,FR140423,CS(=O)c1ccc(cc1)-c1cc([n][n]1-c1ccc(cc1)OC)C(F)F,"InChI=1S/C18H16F2N2O2S/c1-24-14-7-5-13(6-8-14)22-17(11-16(21-22)18(19)20)12-3-9-15(10-4-12)25(2)23/h3-11,18H,1-2H3",JJAPPCJXQFKMJL-UHFFFAOYSA-N,0,0.9065,0.9138,0.1155554,0
,153233-91-1,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,153233-91-1,153233-91-1,14586,34586,DTXSID8034586,Etoxazole,CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C,"InChI=1S/C21H23F2NO2/c1-5-25-18-11-13(21(2,3)4)9-10-14(18)17-12-26-20(24-17)19-15(22)7-6-8-16(19)23/h6-11,17H,5,12H2,1-4H3",IXSZQYVWNJNRAL-UHFFFAOYSA-N,0,0.8862,0.9069,0.378488703,0
,153719-23-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,153719-23-4,153719-23-4,14962,34962,DTXSID2034962,Thiamethoxam,CN1COCN(Cc2c[n]c(Cl)[s]2)C1=N[N+]([O-])=O,"InChI=1S/C8H10ClN5O3S/c1-12-4-17-5-13(8(12)11-14(15)16)3-6-2-10-7(9)18-6/h2H,3-5H2,1H3/b11-8-",NWWZPOKUUAIXIW-FLIBITNWSA-N,0,0.91,0.9188,0.114509558,0
,1541-81-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1541-81-7,1541-81-7,22171,42171,DTXSID4042171,4-Dodecylmorpholine,CCCCCCCCCCCCN1CCOCC1,"InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-17-13-15-18-16-14-17/h2-16H2,1H3",ZRIILUSQBDFVNY-UHFFFAOYSA-N,0,0.9239,0.9186,0.03139633,0
,155990-20-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,155990-20-8,155990-20-8,27347,47347,DTXSID8047347,SR271425,COc1ccc2Sc3c(c(ccc3CNC=O)NCCN(CC)CC)C(=O)c2c1,"InChI=1S/C22H27N3O3S/c1-4-25(5-2)11-10-24-18-8-6-15(13-23-14-26)22-20(18)21(27)17-12-16(28-3)7-9-19(17)29-22/h6-9,12,14,24H,4-5,10-11,13H2,1-3H3,(H,23,26)",GWLFIMOOGVXSMZ-UHFFFAOYSA-N,0,0.9008,0.914,0.188482386,0
Cl/C=C/Cl,156-60-5,-2.370910758,0,0,-0.790303586,0,5.40354E-06,0.00241039,0,0.002241769,156-60-5,156-60-5,4031,24031,DTXSID7024031,"(E)-1,2-Dichloroethylene",Cl/C=C/Cl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,KFUSEUYYWQURPO-OWOJBTEDSA-N,0,0.9882,0.9877,0.005814568,0
,158081-99-3,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,158081-99-3,158081-99-3,27308,47308,DTXSID7047308,CP-105696,OC(=O)C1(CCCC1)c1cc2OC[C@H](Cc3ccc(cc3)-c3ccccc3)[C@@H](O)c2cc1,"InChI=1S/C28H28O4/c29-26-22(16-19-8-10-21(11-9-19)20-6-2-1-3-7-20)18-32-25-17-23(12-13-24(25)26)28(27(30)31)14-4-5-15-28/h1-3,6-13,17,22,26,29H,4-5,14-16,18H2,(H,30,31)/t22-,26+/m0/s1",KMNLXCBYBKHKSK-BKMJKUGQSA-N,0,0.8862,0.9047,0.344509111,0
,1582-09-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1582-09-8,1582-09-8,1395,21395,DTXSID4021395,Trifluralin,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",ZSDSQXJSNMTJDA-UHFFFAOYSA-N,0,0.898,0.9053,0.145995519,0
COCN(C(=O)CCl)c1c(CC)cccc1CC,15972-60-8,-7.161733674,0,0,-2.387244558,1,5.40354E-06,0.00241039,0,0.002241769,15972-60-8,15972-60-8,2265,22265,DTXSID1022265,Alachlor,COCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",XCSGPAVHZFQHGE-UHFFFAOYSA-N,1,0.8768,0.8778,0.179812116,0
,161050-58-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,161050-58-4,161050-58-4,12628,32628,DTXSID3032628,Methoxyfenozide,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,"InChI=1S/C22H28N2O3/c1-14-11-15(2)13-17(12-14)21(26)24(22(4,5)6)23-20(25)18-9-8-10-19(27-7)16(18)3/h8-13H,1-7H3,(H,23,25)",QCAWEPFNJXQPAN-UHFFFAOYSA-N,0,0.8952,0.8973,0.116504882,0
C[C@]1(N=C(SC)N(Nc2ccccc2)C1=O)c1ccccc1,161326-34-7,-7.983165915,0,0,-2.661055305,0,5.40354E-06,0.00241039,0,0.002241769,161326-34-7,161326-34-7,14590,34590,DTXSID2034590,Fenamidone,C[C@]1(N=C(SC)N(Nc2ccccc2)C1=O)c1ccccc1,"InChI=1S/C17H17N3OS/c1-17(13-9-5-3-6-10-13)15(21)20(16(18-17)22-2)19-14-11-7-4-8-12-14/h3-12,19H,1-2H3/t17-/m0/s1",LMVPQMGRYSRMIW-KRWDZBQOSA-N,0,0.8972,0.9105,0.207618505,0
,1625-91-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1625-91-8,1625-91-8,28168,48193,DTXSID4048193,"4,4'-Di-tert-butylbiphenyl",CC(C)(C)c1ccc(cc1)-c1ccc(cc1)C(C)(C)C,"InChI=1S/C20H26/c1-19(2,3)17-11-7-15(8-12-17)16-9-13-18(14-10-16)20(4,5)6/h7-14H,1-6H3",CDKCEZNPAYWORX-UHFFFAOYSA-N,0,0.9026,0.9094,0.125063272,0
,163520-33-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,163520-33-0,163520-33-0,20360,40360,DTXSID7040360,Isoxadifen-ethyl,CCOC(=O)C1CC(ON=1)(c1ccccc1)c1ccccc1,"InChI=1S/C18H17NO3/c1-2-21-17(20)16-13-18(22-19-16,14-9-5-3-6-10-14)15-11-7-4-8-12-15/h3-12H,2,13H2,1H3",MWKVXOJATACCCH-UHFFFAOYSA-N,0,0.8774,0.8751,0.147098387,0
,16423-68-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,16423-68-0,16423-68-0,1233,21233,DTXSID7021233,FD&C Red 3,OC(=O)c1ccccc1C1c2cc(I)c(O)c(I)c2OC2C=1C=C(I)C(=O)C=2I,"InChI=1S/C20H8I4O5/c21-11-5-9-13(7-3-1-2-4-8(7)20(27)28)10-6-12(22)17(26)15(24)19(10)29-18(9)14(23)16(11)25/h1-6,25H,(H,27,28)",LAINPTZBIXYTIZ-UHFFFAOYSA-N,0,0.8942,0.9092,0.244044293,0
,1675-54-3,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1675-54-3,1675-54-3,4624,24624,DTXSID6024624,Bisphenol A diglycidyl ether,CC(C)(c1ccc(cc1)OCC1CO1)c1ccc(cc1)OCC1CO1,"InChI=1S/C21H24O4/c1-21(2,15-3-7-17(8-4-15)22-11-19-13-24-19)16-5-9-18(10-6-16)23-12-20-14-25-20/h3-10,19-20H,11-14H2,1-2H3",LCFVJGUPQDGYKZ-UHFFFAOYSA-N,0,0.8887,0.9026,0.26302212,0
,169590-42-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,169590-42-5,169590-42-5,2777,22777,DTXSID0022777,Celecoxib,Cc1ccc(cc1)-c1cc([n][n]1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",RZEKVGVHFLEQIL-UHFFFAOYSA-N,0,0.9117,0.918,0.093924187,0
,171866-31-2,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,171866-31-2,171866-31-2,27264,47264,DTXSID8047264,CP-283097,Oc1cc2OC[C@H]([C@@H](O)c2cc1)N1CCC(O)(CC1)c1ccc(F)cc1,"InChI=1S/C20H22FNO4/c21-14-3-1-13(2-4-14)20(25)7-9-22(10-8-20)17-12-26-18-11-15(23)5-6-16(18)19(17)24/h1-6,11,17,19,23-25H,7-10,12H2/t17-,19+/m1/s1",JGYVZUCCBOVDJE-MJGOQNOKSA-N,0,0.9024,0.9377,0.492287325,0
,173584-44-6,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,173584-44-6,173584-44-6,12690,32690,DTXSID1032690,Indoxacarb,COC(=O)N(c1ccc(cc1)OC(F)(F)F)C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC,"InChI=1S/C22H17ClF3N3O7/c1-33-18(30)21-10-12-9-13(23)3-8-16(12)17(21)27-28(11-35-21)19(31)29(20(32)34-2)14-4-6-15(7-5-14)36-22(24,25)26/h3-9H,10-11H2,1-2H3/t21-/m0/s1",VBCVPMMZEGZULK-NRFANRHFSA-N,0,0.8878,0.9132,0.442284172,0
,17372-87-1,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,17372-87-1,17372-87-1,5234,25234,DTXSID0025234,Eosin,OC(=O)c1ccccc1C1c2cc(Br)c(O)c(Br)c2OC2C=1C=C(Br)C(=O)C=2Br,"InChI=1S/C20H8Br4O5/c21-11-5-9-13(7-3-1-2-4-8(7)20(27)28)10-6-12(22)17(26)15(24)19(10)29-18(9)14(23)16(11)25/h1-6,25H,(H,27,28)",AZXGXVQWEUFULR-UHFFFAOYSA-N,1,0.8932,0.91,0.27319174,0
,174185-16-1,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,174185-16-1,174185-16-1,28148,48174,DTXSID1048174,FR167356,Cc1oc2c(cccc2c1C(C)(C)O)NC(=O)c1c(Cl)cccc1Cl,"InChI=1S/C19H17Cl2NO3/c1-10-16(19(2,3)24)11-6-4-9-14(17(11)25-10)22-18(23)15-12(20)7-5-8-13(15)21/h4-9,24H,1-3H3,(H,22,23)",GCAOVMKRBUCSET-UHFFFAOYSA-N,0,0.8893,0.8958,0.175846182,0
